leisure,name,is_in_city,name_de,name_en,wikidata,check_date,foot,name_ro,old_name_-1993,alt_name,old_name,old_name_-2012,landuse,access,old_name_-1990,addr_city,addr_street,place,bicycle,opening_hours,leaf_cycle,leaf_type,level,addr_housenumber,addr_postcode,addr_postcode_source,source,natural,religion,type,alt_name_de,alt_name_ro,category,intermittent,water,salt,tidal,man_made,basin,amenity,cuisine,phone,website,check_date_opening_hours,addr_country,internet_access,outdoor_seating,smoking,delivery,air_conditioning,beds,rooms,stars,tourism,_tip_,note,diet_vegetarian,website_menu,description,email,wifi,capacity,takeaway,wheelchair,diet_vegan,indoor_seating,organic,payment_credit_cards,payment_debit_cards,brand,brand_wikidata,brand_wikipedia,contact_email,contact_facebook,contact_instagram,contact_phone,contact_website,contact_youtube,operator,toilets_wheelchair,handwashing_soap,toilets,toilets_access,toilets_paper_supplied,opening_hours_signed,addr_neighbourhood,bar,building,diet_meat,building_material,height,roof_colour,roof_shape,building_levels,building_roof_shape,internet_access_fee,payment_cash,payment_contactless,official_name,facebook,theme,compressed_air,fuel_lpg,contact_tiktok,name_ru,fuel_diesel,tiktok,fuel_octane_100,fuel_octane_95,fuel_octane_98,maxheight,fuel_octane,mapillary,survey_date,parking,fee,fee_conditional,supervised,surface,capacity_disabled,charge,operator_type,psv,park_ride,maxstay,covered,smoothness,area,construction_end_expected,source_capacity,layer,orientation,bus,parking_orientation,emergency,healthcare,building_facade_colour,wikipedia,healthcare_speciality,barrier,education,is_in_country,is_in_county,start_date,name_hu,grades,fixme,official_name_en,official_name_ro,atm,drive_through,brand_en,brand_ro,addr_housename,branch,operator_wikidata,operator_wikipedia,short_name,dispensing,historic,artwork_type,name_pl,archaeological_site,historic_civilization,author,material,memorial,locomotive_type,inscription,denomination,defensive_works,wikipedia_de,name_el,heritage,heritage_operator,ref_RO_lmi,wikimedia_commons,ruins,aircraft_type,manufacturer,manufacturer_wikidata,manufacturer_wikipedia,model_wikidata,model_wikipedia,ref,castle_type,SIRUTA_code,codul_entității_muzeale,description_ro,fax,source_link,tourism_survey,contact_fax,museum_type,museum,direction,building_colour,name_sr,bridge_structure,lat,lon
,Raiffeisen Bank,,,,,,,,,,,,,,,Timișoara,Strada Coriolan Brediceanu,,,L - V: 09:00 - 17:30; ATM: 24/7,,,,10,300011,"Date de la Poșta Română, publicate sub Licența pentru Guvernare Deschisă v1.0 la http://date.gov.ro/organization/posta-romana",,,,,,,banks,,,,,,,bank,,,https://www.raiffeisen.ro/,,,,,,,,,,,,,,,,,,,,,yes,,,,,,Raiffeisen Bank,Q7283806,cs:Raiffeisenbank,,,,,,,Raiffeisen Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7573448,21.2219729
,First Bank,,,,,,,,,,,,,,,Timișoara,Intrarea Doinei,,,,,,,1-3,,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7597276,21.2285093
,Raiffeisen Bank,,,,,,,,,,,,,,,Timișoara,Calea Sever Bocu,,,,,,,45,300287,,,,,,,,banks,,,,,,,bank,,,https://www.raiffeisen.ro/,,,,,,,,,,,,,,,,,,,,,,,,,,,Raiffeisen Bank,Q7283806,,,,,,,,Raiffeisen Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7763915,21.2327343
,CEC Bank,,,,,,,,,,,,,,,,,,,Mo-Fr 09:00-17:30,,,,,,,,,,,,,banks,,,,,,,bank,,,https://www.cec.ro/,,,,,,,,,,,,,,,,,,,,,,,,,,,CEC Bank,Q1023306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7550961,21.2291942
,BCR,,,,,,,,,,,,,,,Timișoara,Bulevardul Simion Bărnuțiu,,,,,,,54,,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCR,Q806149,,,,,,,,BCR,,,,,,,,,,,,,,,,,,,,Banca Comercială Română,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7638777,21.257131
,BCR,,,,,,,,,,,,,,,Timișoara,Calea Buziașului,,,L - V: 09:00 - 17:00,,,,1,300714,"Date de la Poșta Română, publicate sub Licența pentru Guvernare Deschisă v1.0 la http://date.gov.ro/organization/posta-romana",,,,,,,banks,,,,,,,bank,,+40 (0) 373 514 227,https://www.bcr.ro/,,,,,,,,,,,,,,,,,,,,,,,,,,,BCR,Q806149,en:Banca Comercială Română,,,,,,,BCR,,,,,,,,,,,,,,,,,,,,Banca Comercială Română,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Romanian Commercial Bank,Banca Comercială Română,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7321481,21.2596344
,Exim Banca Românească,,,Popular Bank of Vicena,,,,Banca Românească,,,,,,,,Timișoara,Strada Arieș,,,,,,,20,300736,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exim Banca Românească,Q5421544,ro:Banca Românească,,,,,,,Banca Romaneasca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,Romanian Bank,Banca Românească,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7396876,21.2394931
,ING,,,,,,,,,,,,,,,Timișoara,Strada Arieș,,,Mo-Fr 09:00-18:00,,,,20,300736,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ING,Q645708,en:ING Group,,,,,,,ING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7395902,21.2395662
,Banca Transilvania,,,,,,,,,,,,,,,Timișoara,Strada Arieș,,,,,,,20,300736,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banca Transilvania,Q806161,en:Banca Transilvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7394865,21.2396512
,Raiffeisen Bank,,,,,,,,,,,,,,,Timișoara,Strada Arieș,,,Mo-Fr 09:00-17:30,,,,20,300736,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raiffeisen Bank,Q7283806,cs:Raiffeisenbank,,,,,,,Raiffeisen Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7391849,21.2398818
,Alpha Bank,,,,,,,,,,,,,,,Timișoara,Strada Arieș,,,Mo-Fr 09:00-17:00,,,,20,300736,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alpha Bank,Q747394,en:Alpha Bank,,,,,,,Alpha Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.739784,21.2394294
,BRD,,,,,,,,,,,,,,,Timișoara,Calea Buziașului,,,Mo-Fr 09:00-17:00,,,,32,300699,,,,,,,,banks,,,,,,,bank,,,https://www.brd.ro/,,,,,,,,,,,,,,,,,,,,,,,,,,,BRD,Q796927,ro:BRD - Groupe Société Générale,,,,,,,BRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7312986,21.2620868
,ING,,,,,,,,,,,,,,,Timișoara,Bulevardul Iuliu Maniu,,,Mo-Fr 09:00-18:00; Sa 09:00-13:00,,,,3,300146,"Date de la Poșta Română, publicate sub Licența pentru Guvernare Deschisă v1.0 la http://date.gov.ro/organization/posta-romana",,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,ATM: 24/7,,,,,,,,,,,,,,ING,Q645708,en:ING Group,,,,,,,ING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7388619,21.2095313
,Banca Transilvania,,,Transilvania Bank,,,,Banca Transilvania,,,,,,,,,,,,"Mo-Fr 09:00-13:00,13:30-17:00",,,,,,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banca Transilvania,Q806161,en:Banca Transilvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transilvania Bank,Banca Transilvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7573232,21.2300002
,UniCredit Bank,,,,,,,,,,,,,,,Timișoara,Bulevardul Iuliu Maniu,,,Mo-Fr 09:00-17:00,,,,1,300188,,,,,,,,banks,,,,,,,bank,,,https://www.unicredit.ro/,,,,,,,,,,,,,,,,,,,,,,,,,,,UniCredit Bank,Q45568,en:UniCredit,,,,,,,UniCredit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7394719,21.2093898
,CEC Bank,,,,,,,,,,,,,,,Timișoara,Calea Martirilor 1989,,,L - V: 09:00 - 16:30,,,,2A,300724,"Date de la Poșta Română, publicate sub Licența pentru Guvernare Deschisă v1.0 la http://date.gov.ro/organization/posta-romana",,,,,,,banks,,,,,,,bank,,,https://www.cec.ro/,,,,,,,,,,,,,,,,,,,,,,,,,,,CEC Bank,Q1023306,en:CEC Bank,,,,,,,CEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7414225,21.2381093
,UniCredit Bank,,,,,,,,,,,,,,,Timișoara,Piața Nicolae Bălcescu,,,L - V: 09:00 - 17:00; ATM: 24/7,,,,5,300236,,,,,,,,banks,,,,,,,bank,,,https://www.unicredit.ro/,,,,,,,,,,,,,,,,,,,,,,,,,,,UniCredit Bank,Q45568,en:UniCredit,,,,,,,UniCredit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7410714,21.2255651
,BRD,,,,,,,,,,,,,,,Timișoara,Calea Șagului,,,Mo-Fr 09:00-17:00,,,,70,300515,,,,,,,,banks,,,,,,,bank,,,https://www.brd.ro/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7283146,21.204748
,UniCredit Bank,,,,,,,,,,,,,,,Timișoara,Calea Sever Bocu,,,L - V: 09:00 - 17:00,,,,45,300287,,,,,,,,banks,,,,,,,bank,,,https://www.unicredit.ro/,,,,,,,,,,,,,,,,,,,,,,,,,,,UniCredit Bank,Q45568,,,,,,,,UniCredit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7765813,21.2328311
,Raiffeisen Bank,,,,,2024-10-28,,,,,,,,,,Timișoara,Strada Ștefan cel Mare,,,"Mo-Fr 09:00-13:00,13:30-17:30",,,,53,300116,,,,,,,,banks,,,,,,,bank,,,https://www.raiffeisen.ro/,,,,,,,,,,,,,,,,,,,,,,,,,,,Raiffeisen Bank,Q7283806,,,,,,,,Raiffeisen Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7512151,21.2523817
,Alpha Bank,,,,,,,,,,,,,,,Timișoara,Calea Sever Bocu,,,,,,,41,300287,"Date de la Poșta Română, publicate sub Licența pentru Guvernare Deschisă v1.0 la http://date.gov.ro/organization/posta-romana",,,,,,,banks,,,,,,,bank,,,https://www.alphabank.ro/,,,,,,,,,,,,,,,,,,,,,,,,,,,Alpha Bank,Q747394,,,,,,,,Alpha Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7756678,21.2324006
,Raiffeisen Bank,,,,,,,,,,,,,,,Timișoara,Strada Doctor Grigore T. Popa,,,,,,,81,300291,,,,,,,,banks,,,,,,,bank,,,https://www.raiffeisen.ro/,,,,,,,,,,,,,,,,,,,,,,,,,,,Raiffeisen Bank,Q7283806,,,,,,,,Raiffeisen Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7804995,21.2205769
,OTP,,,,,,,,,,,,,,,Timișoara,Bulevardul Simion Bărnuțiu,,,Mo-Fr 09:00-17:00,,,,54,,,,,,,,,banks,,,,,,,bank,,,https://www.otpbank.ro/,,,,,,,,,,,,,,,,,,,,,,,,,,,OTP,Q912778,en:OTP Bank,,,,,,,OTP Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7638934,21.2572023
,Raiffeisen Bank,,,,,,,,,,,,,,,Timișoara,Bulevardul Simion Bărnuțiu,,,,,,,56,300302,,,,,,,,banks,,,,,,,bank,,,https://www.raiffeisen.ro/,,,,,,,,,,,,,,,,,,,,,,,,,,,Raiffeisen Bank,Q7283806,,,,,,,,Raiffeisen Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7640799,21.258076
,Garanti Bankası,,,,,,,,,,,,,,,Timișoara,Strada Arieș,,,,,,,20,,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garanti Bankası,Q322962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7393074,21.2397792
,BRD,,,,,,,,,,,,,,,Timișoara,Calea Martirilor 1989,,,,,,,,,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRD,Q796927,ro:BRD - Groupe Société Générale,,,,,,,BRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7341965,21.2374872
,ING,,,,,,,,,,,,,,,,,,,"Mo-Fr 09:00-13:00,13:30-17:30",,,,,,,,,,,,,banks,,,,,,,bank,,,,2023-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,ING,Q645708,en:ING Group,,,,,,,ING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7604703,21.2182871
,BCR,,,,,,,,,,,,,,,,,,,Mo-Fr 09:00-17:00,,,,,,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,BCR,Q806149,en:Banca Comercială Română,,,,,,,,,,,,,,,,,,,,,,,,,,,Banca Comercială Română,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Romanian Commercial Bank,Banca Comercială Română,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7575483,21.2220042
,Banca Transilvania,,,Transilvania Bank,,2024-10-30,,Banca Transilvania,,,,,,,,,,,,Mo-Fr 09:00-17:30,,,,,,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,Banca Transilvania,Q806161,en:Banca Transilvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,Transilvania Bank,Banca Transilvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7566768,21.2212623
,Banca Transilvania,,,Transilvania Bank,,,,Banca Transilvania,,,,,,,,,,,,,,,,,,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banca Transilvania,Q806161,en:Banca Transilvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,Transilvania Bank,Banca Transilvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.741921,21.2252232
,BRD,,,,,,,,,,,,,,,,Strada Proclamația de la Timișoara,,,Mo-Fr 09:00-17:30,,,,5,,,,,,,,,banks,,,,,,,bank,,0256 201729,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRD,Q796927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7550205,21.2328876
,CEC Bank,,,,,,,,,,,,,,,Timișoara,,,,Mo-Fr 09:00-16:30,,,,,,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEC Bank,Q1023306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7521323,21.227396
,Garanti Bankası,,,,,,,,,,,,,,,,,,,Mo-Fr 09:00-17:00,,,,,,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garanti Bankası,Q322962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7555702,21.2291019
,ProCredit Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ProCredit Bank,Q567304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.757083,21.221937
,BRD,,,,,,,,,,,,,,,Timișoara,Strada Timocului,,,,,,,2,,,,,,,,,banks,,,,,,,bank,,,https://www.brd.ro/,,,,,,,,,,,,,,,,,,,,,,,,,,,BRD,Q796927,,,,,,,,BRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7592407,21.2497774
,Banca Transilvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7284403,21.2047172
,First Bank,,,,,2025-08-13,,,,,,,,,,,,,,Mo-Fr 09:00-17:00,,,,,,,,,,,,,banks,,,,,,,bank,,,,2025-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7541587,21.2253064
,Libra Internet Bank,,,,,,,,,,,,,,,Timișoara,Bulevardul Simion Bărnuțiu,,,,,,,,,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Libra Internet Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7654623,21.2600702
,CEC Bank,,,,,,,,,,,,,,,,,,,Mo-Fr 09:00-16:30,,,,,,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEC Bank,Q1023306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.745588,21.212435
,BRD,,,,,,,,,,,,,,,,,,,"Mo-Fr 09:00-12:45,13:00-16:45",,,,,,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRD,Q796927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.744697,21.2096267
,Banca Transilvania,,,Transilvania Bank,,,,Banca Transilvania,,,,,,,,,,,,Mo-Fr 09:00-17:00,,,,,,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banca Transilvania,Q806161,en:Banca Transilvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transilvania Bank,Banca Transilvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7442047,21.2079154
,ING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ING,Q645708,en:ING Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7255097,21.1984503
,BCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCR,Q806149,en:Banca Comercială Română,,,,,,,,,,,,,,,,,,,,,,,,,,,Banca Comercială Română,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Romanian Commercial Bank,Banca Comercială Română,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7254311,21.1981284
,BRD,,,,,,,,,,,,,,,Timișoara,Str. Ciprian Porumbescu,,,,,,,2,,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRD,Q796927,ro:BRD - Groupe Société Générale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7414754,21.2249518
,CEC Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEC Bank,Q1023306,en:CEC Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7612662,21.2159201
,BRD,,,,,,,,,,,,,,,Timișoara,Calea Bogdăneștilor,,,Mo-Fr 09:00-16:45,,,,2,,,,,,,,,banks,,,,,,,bank,,,https://www.brd.ro/,,,,,,,,,,,,,,,,,,,,,,,,,,,BRD,Q796927,ro:BRD - Groupe Société Générale,,,,,,,BRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7570899,21.2146709
